,x1,y1
0,108.0,63.0
1,108.0,63.0
2,108.0,63.0
3,108.03457060255447,63.0
4,108.13709903531179,63.0
5,108.30581023591284,63.0
6,108.5389291419985,63.0
7,108.83468069120961,63.0
8,109.19128982118707,63.0
9,109.60698146957175,63.0
10,110.07998057400451,63.0
11,110.60851207212622,63.0
12,111.19080090157776,63.0
13,111.82507199999999,63.0
14,112.50955030503381,63.0
15,113.24246075432006,63.0
16,114.02202828549962,63.0
17,114.84647783621337,63.0
18,115.71403434410217,63.0
19,116.6229227468069,63.0
20,117.57136798196844,63.0
21,118.55759498722765,63.0
22,119.57982870022539,63.0
23,120.63629405860254,63.0
24,121.72521599999999,63.0
25,122.8448194620586,63.0
26,123.99332938241923,63.0
27,125.16897069872276,63.0
28,126.36996834861006,63.0
29,127.594547269722,63.0
30,128.84093239969945,63.0
31,130.1073486761833,63.0
32,131.3920210368144,63.0
33,132.69317441923366,63.0
34,134.00903376108187,63.0
35,135.33782399999998,63.0
36,136.67777007362884,63.0
37,138.0270969196093,63.0
38,139.38402947558228,63.0
39,140.74679267918856,63.0
40,142.1136114680691,63.0
41,143.48271077986476,63.0
42,144.85231555221637,63.0
43,146.22065072276484,63.0
44,147.585941229151,63.0
45,148.94641200901577,63.0
46,150.300288,63.0
47,151.64579413974454,63.0
48,152.9811553658903,63.0
49,154.30459661607813,63.0
50,155.61434282794892,63.0
51,156.90861893914348,63.0
52,158.18564988730276,63.0
53,159.4436606100676,63.0
54,160.6808760450789,63.0
55,161.89552112997745,63.0
56,163.0858208024042,63.0
57,164.25,63.0
58,164.25,63.0
59,165.04097469726563,63.01365380859375
60,165.831868828125,63.05438671875
61,166.62259995117188,63.12185595703125
62,167.413085625,63.21571875
63,168.20324340820312,63.33563232421875
64,168.992990859375,63.481253906250004
65,169.78224553710936,63.65224072265625
66,170.570925,63.84825
67,171.35894680664063,64.06893896484375
68,172.146228515625,64.31396484375
69,172.93268768554688,64.58298486328125
70,173.718241875,64.87565625
71,174.50280864257812,65.19163623046875
72,175.28630554687498,65.53058203125
73,176.06865014648437,65.89215087890625
74,176.84976,66.276
75,177.62955266601563,66.68178662109375
76,178.407945703125,67.10916796875
77,179.18485666992188,67.55780126953125
78,179.960203125,68.02734375
79,180.73390262695312,68.51745263671874
80,181.505872734375,69.02778515625
81,182.27603100585938,69.55799853515626
82,183.044295,70.10775
83,183.81058227539063,70.67669677734375
84,184.574810390625,71.26449609375
85,185.33689690429688,71.87080517578126
86,186.096759375,72.49528125
87,186.85431536132813,73.13758154296875
88,187.609482421875,73.79736328125
89,188.36217811523437,74.47428369140626
90,189.11231999999998,75.168
91,189.85982563476563,75.87816943359375
92,190.604612578125,76.60444921875
93,191.34659838867188,77.34649658203125
